Date,Mkt-RF,SMB,HML,RF
1963-07,-0.39,-0.57,-0.81,0.27
1963-08,5.08,-0.95,1.7,0.25
1963-09,-1.57,-0.25,0.0,0.27
1963-10,2.54,-0.57,-0.04,0.2899999999999999
1963-11,-0.8599999999999999,-1.16,1.73,0.27
1963-12,1.83,-1.96,-0.2099999999999999,0.2899999999999999
1964-01,2.24,-0.2399999999999999,1.63,0.2999999999999999
1964-02,1.55,0.12,2.81,0.26
1964-03,1.41,0.95,3.29,0.31
1964-04,0.1,-1.35,-0.54,0.2899999999999999
1964-05,1.41,-0.8399999999999999,1.81,0.26
1964-06,1.27,-0.23,0.68,0.2999999999999999
1964-07,1.74,0.19,0.79,0.2999999999999999
1964-08,-1.44,0.01,0.07,0.28
1964-09,2.69,-0.63,1.72,0.28
1964-10,0.5999999999999999,0.4799999999999999,1.08,0.2899999999999999
1964-11,-0.01,0.62,-2.04,0.2899999999999999
1964-12,0.04,-0.2399999999999999,-2.43,0.31
1965-01,3.54,2.57,0.3599999999999999,0.28
1965-02,0.44,3.31,0.22,0.2999999999999999
1965-03,-1.34,1.79,1.15,0.3599999999999999
1965-04,3.11,1.14,0.7299999999999999,0.31
1965-05,-0.78,0.02,-1.55,0.31
1965-06,-5.51,-4.07,0.23,0.3499999999999999
1965-07,1.44,0.8599999999999999,2.19,0.31
1965-08,2.73,2.85,-0.98,0.33
1965-09,2.86,0.63,-0.14,0.31
1965-10,2.6,2.52,1.55,0.31
1965-11,-0.0299999999999999,4.69,0.16,0.3499999999999999
1965-12,1.01,2.07,2.15,0.33
1966-01,0.7199999999999999,4.02,3.27,0.38
1966-02,-1.21,4.44,0.38,0.3499999999999999
1966-03,-2.51,0.8599999999999999,-2.13,0.38
1966-04,2.13,3.44,-0.3599999999999999,0.34
1966-05,-5.67,-4.6,-1.6,0.4099999999999999
1966-06,-1.44,1.02,0.4899999999999999,0.38
1966-07,-1.63,-0.3499999999999999,0.91,0.3499999999999999
1966-08,-7.94,-3.26,0.5,0.4099999999999999
1966-09,-1.06,-1.01,0.4799999999999999,0.4
1966-10,3.86,-6.6,2.74,0.45
1966-11,1.38,4.07,-4.63,0.4
1966-12,0.13,1.93,-0.95,0.4
1967-01,8.15,8.099999999999998,2.36,0.4299999999999999
1967-02,0.77,3.32,-2.26,0.3599999999999999
1967-03,3.99,1.47,0.4699999999999999,0.39
1967-04,3.89,0.4699999999999999,-2.29,0.32
1967-05,-4.32,2.11,0.8,0.33
1967-06,2.42,5.85,0.8,0.27
1967-07,4.58,3.17,2.75,0.32
1967-08,-0.9,0.4299999999999999,1.43,0.31
1967-09,3.1,3.04,-2.47,0.32
1967-10,-3.08,1.47,-3.29,0.39
1967-11,0.37,0.1799999999999999,-1.71,0.3599999999999999
1967-12,3.05,5.62,-0.54,0.33
1968-01,-4.03,3.99,4.85,0.4
1968-02,-3.74,-2.94,1.23,0.39
1968-03,0.2099999999999999,-1.3,-0.63,0.38
1968-04,9.02,5.66,-1.1,0.4299999999999999
1968-05,2.28,6.29,0.82,0.45
1968-06,0.6999999999999998,-0.19,0.66,0.4299999999999999
1968-07,-2.709538993119686,-0.9209997428415264,5.063482216533275,0.48
1968-08,1.3500768165239836,2.499233405667566,1.6751594485049572,0.42
1968-09,3.983794750695228,1.7025958378927235,1.4823813827080958,0.43
1968-10,0.425333215335331,0.7954110533942254,4.055981193416191,0.44
1968-11,5.42509677690651,2.190467687469564,-2.027375815489194,0.42
1968-12,-3.9326879957739935,3.639347706454886,-0.2653668086934482,0.43
1969-01,-1.2680784350117442,-0.4702843303752136,1.4756276800022765,0.53
1969-02,-5.819578687242156,-4.487931541300427,-0.3087046770191282,0.4599999999999999
1969-03,2.6411474354974525,-0.5555312524889944,1.6181092317049215,0.4599999999999999
1969-04,1.4816950688066648,-0.8977704783103476,0.0009332791902055,0.53
1969-05,-0.0967681805175388,1.790617888593978,0.905079902154118,0.48
1969-06,-7.158153637787382,-4.881688525914296,-3.307674065908661,0.51
1969-07,-6.991503158824128,-2.835668993110188,0.8990586379268652,0.53
1969-08,4.655924530103251,-0.1557812243220872,-4.209327295219224,0.5
1969-09,-2.9799612363423718,0.4855067518469719,-1.6631210421572749,0.62
1969-10,5.037891753532902,2.132722413812788,-2.1618806650240545,0.6
1969-11,-3.7965738130973694,-2.0062232083308187,-2.5471679153080027,0.52
1969-12,-2.6307649446080625,-4.886870519118588,-1.938788436498244,0.64
1970-01,-8.086178751980936,3.8769200486439823,2.0430602087082623,0.6
1970-02,5.105935954536676,-2.415880094586381,3.732925992789345,0.62
1970-03,-1.0328259384137382,-2.0138339120566706,3.441161330872605,0.5700000000000001
1970-04,-10.989177046822562,-6.07596320909599,6.308484950310361,0.5
1970-05,-6.933540680436046,-3.971139990819529,1.796967658153474,0.53
1970-06,-5.785398956636216,-1.992543554875486,1.518685104059997,0.58
1970-07,6.932927564025168,0.5224187286173632,0.2646672529996369,0.52
1970-08,4.542811791816013,2.189898523827951,1.9325644652099,0.53
1970-09,4.1679985381614095,8.148303162696557,-4.093990834920033,0.54
1970-10,-2.2725518225951795,-3.303809062117132,-1.5441191957244402,0.4599999999999999
1970-11,4.595616170262532,-4.067919037489833,1.6918187801891995,0.4599999999999999
1970-12,5.734610696079135,3.665348933433304,3.022427140116978,0.42
1971-01,4.836852215401221,6.84699189221479,3.316581710909161,0.38
1971-02,1.4084146426495243,2.1821569221806065,-1.5498293465970585,0.33
1971-03,4.121149910819232,1.0457932619300578,-2.2905734391256134,0.3
1971-04,3.183818313333812,-1.2136597127746138,1.0901711839624355,0.2799999999999999
1971-05,-3.975753485472635,-1.927653156923963,0.5746152665922495,0.29
1971-06,-0.0851862703077091,-1.5576379316306672,-1.76521958267735,0.37
1971-07,-4.485262957966119,-0.4149927408561633,-0.3075120983068585,0.4
1971-08,3.78197152980708,-0.904342933816732,3.082445823042007,0.47
1971-09,-0.8638644190440654,1.6207675679817852,-3.4759956724451317,0.37
1971-10,-4.416224076047551,-1.4971856070648353,-1.2860843161685522,0.37
1971-11,-0.4580138390796731,-3.216116935212934,-1.7676306534246462,0.37
1971-12,8.696553313135484,2.665356578768123,-0.1194821117983011,0.37
1972-01,2.491267278227331,6.3845526373108585,2.5355375600972367,0.29
1972-02,2.8636456917288755,0.6310461110093118,-1.9071477550963265,0.25
1972-03,0.6279677225042294,-0.7533877223160771,-2.164313972332379,0.27
1972-04,0.2902904915024927,0.0382284100203168,-0.1304588963169506,0.29
1972-05,1.251221685640138,-1.5087740736397244,-4.143508616443259,0.3
1972-06,-2.43103190635239,2.21421559107844,-1.592976740039739,0.29
1972-07,-0.7877606659722628,-3.1878746251075563,-0.2345114035524016,0.31
1972-08,3.269245063365953,-4.176444744187253,4.6468622645072815,0.29
1972-09,-1.1289448071111936,-1.831365408526714,-1.0800184901841154,0.3399999999999999
1972-10,0.5065881605516225,-3.01925306040013,1.9524329560534677,0.4
1972-11,4.58643887765805,-1.783651651607311,5.918355754901119,0.37
1972-12,0.6195237251826805,-1.6920887680862542,-3.511028123272681,0.37
1973-01,-3.147785877331366,-3.0634279244185847,1.5902241799880763,0.44
1973-02,-4.664160544619433,-4.894745930254754,2.4082873788029606,0.42
1973-03,-1.1204704946771906,-3.00450528630647,3.6437516018436047,0.4599999999999999
1973-04,-5.2768308768715135,-3.2899480651748405,3.6297094084343904,0.52
1973-05,-2.6788736991387294,-5.938331693600661,-0.2558399494641754,0.51
1973-06,-1.494626479225723,-3.0715845443210736,0.9289416507931872,0.51
1973-07,4.791007112038832,7.288404396099564,-2.2923332680775914,0.64
1973-08,-3.802353829542979,-3.696836993931601,2.1099854426579148,0.7000000000000001
1973-09,4.621784247303751,4.806605588449578,1.299541624188122,0.6799999999999999
1973-10,-0.7604478540364135,-0.8355139205679454,0.5687121167856798,0.65
1973-11,-12.473657149575978,-9.209345544557603,3.277338166449342,0.5599999999999999
1973-12,0.765173898244136,-6.34738029707125,5.836302623881956,0.64
1974-01,-0.3896849819801735,11.193306854195436,5.4985594240950935,0.63
1974-02,-0.3838318139359535,-1.092081007900737,3.2336312821929343,0.58
1974-03,-2.816743192273224,2.741531080640666,-0.0965201352144029,0.5599999999999999
1974-04,-5.130533669546901,-1.8859214650191385,1.5206884194238393,0.75
1974-05,-4.277835066954939,-1.7096756690358248,-2.180400552274089,0.75
1974-06,-2.474075467115792,-0.4929854150480521,1.3779597998397193,0.6
1974-07,-8.004614309832606,1.0046358548536527,4.809297436889845,0.7000000000000001
1974-08,-9.190488063870646,1.82865894035973,2.160466261522415,0.6
1974-09,-11.83353611279432,-0.1096047697570795,5.763256857018383,0.8099999999999999
1974-10,16.040179031987332,-4.5597365571015205,-9.87118921040526,0.51
1974-11,-4.626456914615015,-2.3642804264634623,0.1680485416404725,0.54
1974-12,-3.2703384324613927,-4.391838924372043,-0.4212097526822125,0.7000000000000001
1975-01,13.44411117010058,11.93514691562176,7.859721379785611,0.58
1975-02,5.673919710649026,0.6617629214147478,-5.696516007775862,0.43
1975-03,2.5603258105550366,3.95769065446266,2.913093056827241,0.41
1975-04,4.307732831805895,0.245915448738973,-2.411252282156534,0.44
1975-05,5.15158584120937,2.6204010587442075,-0.7619745319385127,0.44
1975-06,4.824812678456441,1.7427296938563992,1.6009054032792902,0.41
1975-07,-6.7895857146391805,3.0188679221469443,2.3370938970124824,0.48
1975-08,-2.614665379258803,-2.4667024949793515,-2.292846724233551,0.48
1975-09,-4.060850586615465,0.2311001132944856,0.849814780310506,0.53
1975-10,5.521209155172897,-2.99011823822194,-1.3728672551904235,0.5599999999999999
1975-11,2.6977498976461654,-0.2162764421081642,1.4252802125207182,0.41
1975-12,-1.5924920089620396,-0.909803641024029,1.6435015603150236,0.48
1976-01,12.226837546015714,4.472321795116208,11.058867808889524,0.47
1976-02,-0.0146503575652873,6.934460666138885,7.689416899874332,0.3399999999999999
1976-03,2.5408568930481525,-3.0658890116111093,1.712082518766482,0.4
1976-04,-1.5449062975145909,-0.7720340701236643,1.0174302459745943,0.42
1976-05,-1.2558264284739535,-1.713443647584445,-2.1066645100906016,0.37
1976-06,4.225714655497247,-2.1936718770156247,1.199927263973321,0.43
1976-07,-1.238519240148472,-0.0711737149572924,2.3701285274050394,0.47
1976-08,-0.4222401166889351,-1.75251302404287,0.5093489023425636,0.42
1976-09,2.080624788707008,0.2555576649415202,-0.6281479589006541,0.44
1976-10,-2.54511904916188,0.1465451882701741,-0.518694241701962,0.41
1976-11,0.3119524863277106,2.2479754895673736,1.4381650406507631,0.4
1976-12,5.484889845184064,2.8351507191857124,2.917855983919847,0.4
1977-01,-4.174823576729413,5.9094771658947725,3.943860773997708,0.36
1977-02,-2.0293792413992957,0.6218871631582105,0.4830278909943424,0.35
1977-03,-1.458420983159432,0.6429731145619358,0.6263546460846365,0.38
1977-04,0.0581171582979617,1.2056723763910535,2.587885740596981,0.38
1977-05,-1.5875350498786374,1.302735858391879,0.0662648708871073,0.37
1977-06,4.772723084786732,2.324922271458666,-0.8885228632684525,0.4
1977-07,-1.9073606862625485,1.3284794507052338,-0.0425379861639325,0.42
1977-08,-1.8700736874075723,0.3367484397065002,-2.0723855557743067,0.44
1977-09,-0.3508807420398537,2.30664417780493,0.2938452467120769,0.43
1977-10,-4.431082100891767,1.1281927799882792,0.3762791184974141,0.49
1977-11,3.87942946283768,4.724279792862869,0.190418360866193,0.5
1977-12,0.1238146106156404,0.5830226118079694,-0.3644364505129989,0.49
1978-01,-6.183393577221281,2.0248695131706467,2.814544483059566,0.49
1978-02,-1.5764596937804236,3.929085836983817,0.9879088886500352,0.4599999999999999
1978-03,2.694649585409939,3.113882849185294,4.358616610333361,0.53
1978-04,7.866569618873057,-0.0509007532375802,-3.3539402097365016,0.54
1978-05,1.5032416258583137,4.807962207117984,0.2454312165805529,0.51
1978-06,-1.866327097158192,0.9783431197506792,0.5162871534774985,0.54
1978-07,5.174113964321337,0.1486082114014145,-1.7277723666893043,0.5599999999999999
1978-08,3.453736602510979,5.352459056763705,-0.4662846829619794,0.5599999999999999
1978-09,-1.348576727608948,0.1790363823567368,2.2221838082999086,0.62
1978-10,-11.404590279929334,-12.190040401929604,0.7840586541389111,0.6799999999999999
1978-11,2.699494941427089,4.62933811324929,-2.5254071073073114,0.7000000000000001
1978-12,0.7620086390219373,-0.4809902964545166,-1.6338279402124043,0.7799999999999999
1979-01,4.05694117296569,4.180178263654906,4.352350177841474,0.77
1979-02,-3.620836268199619,0.4293393429116877,0.8812025177954979,0.73
1979-03,5.559808506204781,2.660302237002607,0.1804989228000666,0.8099999999999999
1979-04,-0.1665589283338974,1.9685996549098617,1.9504274951493927,0.8
1979-05,-2.219184571902881,0.8119231310657415,1.0286821262470034,0.8200000000000001
1979-06,3.764258728265407,0.3545489061566202,2.049690247419847,0.8099999999999999
1979-07,0.7247377615985502,1.0173094295847556,1.8555593059637532,0.77
1979-08,5.474133595638572,2.616286315385397,-0.7944512981578888,0.77
1979-09,-0.8247099866606391,-0.7110280690498736,-0.5076079496350808,0.83
1979-10,-7.883596841026148,-3.379043272864911,-2.249657130562996,0.8699999999999999
1979-11,5.15489728533452,2.313102157711433,-2.622448939409505,0.99
1979-12,1.5409532814143476,4.243615803405019,-0.9889635883658904,0.95
1980-01,5.432949798510657,1.1280661835428971,3.3137113513020138,0.8
1980-02,-1.0768947318748865,-2.3654464499784877,0.8614820324702673,0.89
1980-03,-12.419167992574597,-5.402356889267523,-1.987283880489252,1.21
1980-04,3.7329846168480687,0.770187618737192,0.324966192707013,1.26
1980-05,5.090998508219624,2.5676595522183545,0.6409404443821765,0.8099999999999999
1980-06,2.9176293440916936,0.544359291321319,-0.9603781946256428,0.61
1980-07,6.371677112121006,5.558904806865655,-4.844192309440228,0.53
1980-08,1.4143470968363054,5.943442049720786,-0.3043194062160401,0.64
1980-09,2.059386720101714,0.6749905109484623,-1.8944900933240312,0.75
1980-10,0.9580498551944446,1.673437843190156,-0.9898471927396488,0.95
1980-11,9.772621033289216,-4.053965973527871,-4.114921926648682,0.96
1980-12,-4.571035077787673,-0.3291138967214082,1.367540813521367,1.31
1981-01,-5.220651687747028,3.7785085897256057,5.745925698232783,1.04
1981-02,0.7106708787642415,-0.4708984619694385,2.5696864127257557,1.0699999999999998
1981-03,3.379251970411929,4.686030795599109,1.8586165361718587,1.21
1981-04,-2.4966856402225,4.259458200201979,0.9762922180998596,1.08
1981-05,-0.1547225118084531,2.715784189812412,-0.1486023364827442,1.15
1981-06,-2.077409899355169,-1.8595650278629323,4.943978598606959,1.35
1981-07,-1.3432310140860488,-0.7417047577448592,-0.5198371762428502,1.24
1981-08,-6.861174453933596,-2.3216053009967603,1.8708141648717636,1.28
1981-09,-6.949663561651417,-1.9174484635555973,3.58682764944132,1.24
1981-10,4.66060451793174,2.860455329624481,-4.288866734392541,1.21
1981-11,3.4502302601105352,-1.7289342187310683,1.6254645307375133,1.0699999999999998
1981-12,-3.680860090462046,1.5847731178220783,-1.0505636355519177,0.8699999999999999
1982-01,-3.100828382346799,-1.6446686112165438,4.437785071233885,0.8
1982-02,-5.910320155386224,-0.4536017770527111,5.17487665679976,0.92
1982-03,-1.771051001435659,0.806804742603132,4.732300367270745,0.98
1982-04,3.139032324692983,0.6570377826967587,-2.35355781994211,1.13
1982-05,-3.888031704197195,0.8085854140906595,0.413534360958763,1.06
1982-06,-2.906932076506732,0.2054779088377013,3.423599834123449,0.96
1982-07,-3.199591830654205,1.3413786513835917,-0.5193878328911548,1.05
1982-08,11.61250378789684,-2.4520737693447674,1.1597267066697723,0.76
1982-09,0.8577682249623577,1.4539791242728544,0.5569759848952613,0.51
1982-10,11.029722608031388,3.3475083580351632,-1.803721675936834,0.59
1982-11,4.194527001831776,5.158499759794776,-0.8612519798441798,0.63
1982-12,0.6918178937648387,0.5282306625008713,-0.2347199620178434,0.67
1983-01,3.250478968041043,3.7175937161892088,-0.4491747120165923,0.69
1983-02,2.329779875292395,3.934505311309047,1.218167433571643,0.62
1983-03,2.732579929847957,0.6738465557793144,3.3489940832341656,0.63
1983-04,6.563683428760949,-0.6231720767322341,1.617521237569436,0.7100000000000001
1983-05,-0.0964673987835855,6.786899832480302,-0.8722561526413024,0.69
1983-06,3.1383609658309366,2.104339095320888,-3.4730456780607177,0.67
1983-07,-3.8961083762346025,1.7599794269676818,3.928375016072653,0.74
1983-08,0.1651322498737916,-4.055824860685323,4.624442782131911,0.76
1983-09,0.9510394185161688,0.8907616564692441,-0.7555077397239679,0.76
1983-10,-2.740868354958891,-3.241506466905105,2.732893416318269,0.76
1983-11,1.9507833372921712,3.1333079652371825,1.8945749711137427,0.7000000000000001
1983-12,-1.5725747473277811,-1.0274980790146786,2.0130122743753134,0.73
1984-01,-1.5663122689372162,0.2758336259709703,6.755044455301946,0.76
1984-02,-4.578204662703411,-0.8906186532042462,1.5570216020430627,0.7100000000000001
1984-03,0.9436874821909684,-0.5372494733700658,0.6097607342884642,0.73
1984-04,-0.2883646884699929,0.2721209218350681,-0.1124864718982017,0.8099999999999999
1984-05,-5.876215185628724,1.6583489559620654,-1.20321489885927,0.7799999999999999
1984-06,1.727086065092351,0.7543017407603276,-3.094297533887333,0.75
1984-07,-2.430166954694456,-2.814493315250512,-0.8095417663691249,0.8200000000000001
1984-08,10.283841407471394,-0.2610486335510018,-1.3132754562657696,0.83
1984-09,-0.6313413577521467,-0.2678750159175697,2.9210814627515536,0.86
1984-10,-0.6701562342905804,-1.274820904592438,-0.5948480256741961,1.0
1984-11,-1.655933401403996,-1.3781279671350284,1.8556676351104997,0.73
1984-12,1.8782737380426584,-0.304738482518618,-0.9936958536051996,0.64
1985-01,7.408859687592641,3.1983990943976264,-3.553541889788775,0.65
1985-02,1.1715296572417817,0.3945791100604351,0.7535398231765158,0.58
1985-03,-0.6463903363146433,-1.3002194511686134,2.6588392998376413,0.62
1985-04,-1.0623366971235506,-1.8718534228053287,3.059217775297776,0.72
1985-05,5.394033565506808,-2.518676378078145,-1.0418394597008065,0.66
1985-06,1.225008337098629,0.9151191049849464,-0.6268945499598789,0.5499999999999999
1985-07,-0.9904203458858332,1.97892167449776,-2.2904922272095725,0.62
1985-08,-0.961823469663195,-0.1426437834974655,1.453821346374272,0.5499999999999999
1985-09,-4.266507560009891,-2.305115555502436,0.705748470008672,0.6
1985-10,3.9773871539454615,-1.902353283725626,-0.013336782429988,0.65
1985-11,6.416738621928758,-0.2290996524390812,-2.731529092220436,0.61
1985-12,4.010547089128105,-0.0025262785035756,-2.2400177941579806,0.65
1986-01,0.3742480825354753,0.7354146624101705,-0.5126174570504554,0.5599999999999999
1986-02,7.168756127555542,1.1199196349821054,-1.7243718983928376,0.53
1986-03,5.038962454394751,0.7635021109088702,0.7596612120109356,0.6
1986-04,-1.817593691887436,1.4904996742474643,-1.976725083327868,0.52
1986-05,4.6816089606808085,-1.513293532294989,0.5090722774526435,0.49
1986-06,1.0642845027847798,-0.9945451512914092,0.9581407091318256,0.52
1986-07,-5.99728703203218,-2.3892325381116875,2.731914320455911,0.52
1986-08,6.6572010537433615,-3.990759911676765,3.802345093618391,0.4599999999999999
1986-09,-8.553213289735478,3.800068901026663,2.65040002258867,0.4499999999999999
1986-10,5.024040430843923,-1.7140784141065852,0.6581148273378079,0.4599999999999999
1986-11,1.4563671931094997,-1.6595444864602182,-1.4095862390378169,0.3899999999999999
1986-12,-3.2225561980128785,0.7220916916749059,0.6114632395684639,0.49
1987-01,12.541339466363812,-1.4262899548292782,-1.6895573330125615,0.42
1987-02,3.7960574622790766,3.6071276436340622,-4.701801550510448,0.43
1987-03,1.8061373383754464,-0.7601469884547389,2.293503472484584,0.47
1987-04,-1.902663190487757,-0.7426134282597722,-2.119847370591125,0.44
1987-05,0.1986013290352482,-0.1677879438169556,-0.2958649894295301,0.38
1987-06,4.34278275624408,-1.959527426284175,0.3565969264992669,0.48
1987-07,4.140816385093919,-0.3615305761010073,1.28406015656052,0.4599999999999999
1987-08,3.393181341801838,-0.1502854457796486,0.0692086651208685,0.47
1987-09,-2.5909260046863563,1.27044435219144,0.3061060190630637,0.4499999999999999
1987-10,-22.515200108397156,-8.527441552623754,2.271867621472901,0.6
1987-11,-8.008338599211752,3.1946195989567987,2.59281021577376,0.35
1987-12,6.599005391295409,-1.366539943244795,-4.027771177678438,0.3899999999999999
1988-01,4.20305133224041,0.5977840434933837,4.019259176766248,0.29
1988-02,4.526651225607363,4.516446761368972,0.0964627221610253,0.4599999999999999
1988-03,-2.8498148242802785,6.802655556057605,1.7176306803047554,0.44
1988-04,0.5159568618749151,1.1349503398680771,2.025083330100649,0.4599999999999999
1988-05,0.0228866346938215,-2.063540653361039,-0.0806555508343084,0.51
1988-06,4.534962517422221,2.516014255683969,-1.9309190815103752,0.49
1988-07,-1.1298881288867104,0.4608909874203172,2.5837141649676534,0.51
1988-08,-3.3755579859314078,0.0968084391197381,1.6142898097960805,0.59
1988-09,3.399859744665997,0.0864420960517982,-1.9545454831525653,0.62
1988-10,1.6590204573865608,-2.153748796940565,1.433328780373331,0.61
1988-11,-2.119245241980644,-1.8340273616006053,0.689216133400896,0.5700000000000001
1988-12,1.3713407509235789,1.8826688469008477,-0.2916897601858182,0.63
1989-01,6.259041533405341,-2.654486500510944,1.803209186328068,0.5499999999999999
1989-02,-2.464557578329429,3.670244133216259,1.1678483225202034,0.61
1989-03,1.5692992542073707,0.601239075896922,0.5314386848712924,0.67
1989-04,4.253614398251426,-1.0166015696722035,-1.2857586722460908,0.67
1989-05,3.266388950762293,0.4247292447893638,-1.1337453766078796,0.79
1989-06,-1.0820779154379967,0.0112421389351989,0.3582410570606238,0.7100000000000001
1989-07,7.743643578432562,-5.085773132934885,-3.2806769179794197,0.7000000000000001
1989-08,1.236204663457069,0.2316608329880249,1.6438134244774063,0.74
1989-09,-0.9352499266024968,0.4369679144830513,-1.0802878178081727,0.65
1989-10,-3.572667413493929,-3.593424081657222,-1.9352891153058247,0.6799999999999999
1989-11,1.2150334645917995,-1.186591511071614,-1.323193118150794,0.69
1989-12,1.458294956282876,-2.849986350589345,-0.1016621517616199,0.61
1990-01,-7.643007430235047,-1.240572319589586,0.5940175398742045,0.5700000000000001
1990-02,0.946819309205212,0.0313221714101547,0.2745679634587116,0.5700000000000001
1990-03,1.7730874833131898,2.566704925347852,-1.7856226467926994,0.64
1990-04,-3.2584047830364367,-1.2769856143628644,-3.243565293370787,0.69
1990-05,8.395346454552044,-3.3041722557721718,-5.137210612270701,0.6799999999999999
1990-06,-1.2566227805877035,1.2601869912683894,-3.464500872421053,0.63
1990-07,-1.3604726587800071,-2.260952927460952,-2.1095646181634864,0.6799999999999999
1990-08,-9.713163092225766,-4.231504513080729,-0.0538089140922182,0.66
1990-09,-5.600096709802719,-2.2591608682933693,-3.266753008064015,0.6
1990-10,-1.592018035077434,-6.477977971718854,-0.6797439715715482,0.6799999999999999
1990-11,6.035022644678981,-0.7184704978651507,-1.9208618155025132,0.5700000000000001
1990-12,2.321737210233741,0.2888108982510816,0.576534843247678,0.6
1991-01,3.9698880108482095,3.618552591440098,2.0480729494452383,0.52
1991-02,6.915311057790994,3.762047542347406,-0.4699180214821713,0.48
1991-03,2.1965093237898,3.315426046134948,-0.1804705778330959,0.44
1991-04,-0.3175540635594708,-0.6753693591882313,1.2005563736617926,0.53
1991-05,3.581808131036894,-0.3498769961638288,0.9119846241019468,0.47
1991-06,-4.721235049784193,0.519614722021175,0.3450813579416664,0.42
1991-07,4.067594179152869,-3.2251618960255994,1.481383127850025,0.49
1991-08,2.013338194790008,0.7775826087375804,-1.0890047533145386,0.4599999999999999
1991-09,-1.804288676694348,0.8683928583425982,-1.2436947358852903,0.4599999999999999
1991-10,1.0612359846154318,-1.020277125997587,1.8215056337211777,0.42
1991-11,-4.267548632329307,-0.2688345172556977,-2.7301134829351814,0.3899999999999999
1991-12,10.689788095330432,-3.695677389244731,-1.9063994461233025,0.38
